ICD10_diagnosis_code	trait_description	phecode	Inclusion/Exclusion	phenotype
Z68.30	Body mass index (BMI) 30.0-30.9, adult	278.1	Inclusion	Obesity
Z68.31	Body mass index (BMI) 31.0-31.9, adult	278.1	Inclusion	Obesity
Z68.32	Body mass index (BMI) 32.0-32.9, adult	278.1	Inclusion	Obesity
Z68.33	Body mass index (BMI) 33.0-33.9, adult	278.1	Inclusion	Obesity
Z68.34	Body mass index (BMI) 34.0-34.9, adult	278.1	Inclusion	Obesity
Z68.35	Body mass index (BMI) 35.0-35.9, adult	278.1	Inclusion	Obesity
Z68.36	Body mass index (BMI) 36.0-36.9, adult	278.1	Inclusion	Obesity
Z68.37	Body mass index (BMI) 37.0-37.9, adult	278.1	Inclusion	Obesity
Z68.38	Body mass index (BMI) 38.0-38.9, adult	278.1	Inclusion	Obesity
Z68.39	Body mass index (BMI) 39.0-39.9, adult	278.1	Inclusion	Obesity
Z68.4	Body mass index [BMI] 40 or greater, adult	278.11|1010	Inclusion	Obesity
Z68.41	Body mass index [BMI] 40.0-44.9, adult	278.11|1010	Inclusion	Obesity
Z68.42	Body mass index [BMI] 45.0-49.9, adult	278.11|1010	Inclusion	Obesity
Z68.43	Body mass index [BMI] 50.0-59.9, adult	278.11|1010	Inclusion	Obesity
Z68.44	Body mass index [BMI] 60.0-69.9, adult	278.11|1010	Inclusion	Obesity
Z68.45	Body mass index [BMI] 70 or greater, adult	278.11|1010	Inclusion	Obesity
E65	Localized adiposity	278.3	Exclusion	Obesity
E66.0	Obesity due to excess calories	278.1	Exclusion	Obesity
E66.01	Morbid (severe) obesity due to excess calories	278.11	Exclusion	Obesity
E66.09	Other obesity due to excess calories	278.1	Exclusion	Obesity
E66.1	Drug-induced obesity	278.1	Exclusion	Obesity
E66.2	Morbid (severe) obesity with alveolar hypoventilation	513.3	Exclusion	Obesity
E66.3	Overweight	278	Exclusion	Obesity
E66.8	Other obesity	278.1	Exclusion	Obesity
E66.811	Obesity, class 1	278.1	Exclusion	Obesity
E66.812	Obesity, class 2	278.1	Exclusion	Obesity
E66.813	Obesity, class 3	278.1	Exclusion	Obesity
E66.89	…… not elsewhere classified	278.1	Exclusion	Obesity
E66.9	Obesity, unspecified	278.1	Exclusion	Obesity
E67	Other hyperalimentation	278	Exclusion	Obesity
E67.0	Hypervitaminosis A	278	Exclusion	Obesity
E67.1	Hypercarotinemia	278	Exclusion	Obesity
E67.2	Megavitamin-B6 syndrome	278	Exclusion	Obesity
E67.3	Hypervitaminosis D	278	Exclusion	Obesity
E67.8	Other specified hyperalimentation	278	Exclusion	Obesity
E68	Sequelae of hyperalimentation	278	Exclusion	Obesity
R63.5	Abnormal weight gain	278.4	Exclusion	Obesity
R93.9	Diagnostic imaging inconclusive due to excess body fat of patient	278.1	Exclusion	Obesity
Z68.25	Body mass index (BMI) 25.0-25.9, adult	278	Exclusion	Obesity
Z68.26	Body mass index (BMI) 26.0-26.9, adult	278	Exclusion	Obesity
Z68.27	Body mass index (BMI) 27.0-27.9, adult	278	Exclusion	Obesity
Z68.28	Body mass index (BMI) 28.0-28.9, adult	278	Exclusion	Obesity
Z68.29	Body mass index (BMI) 29.0-29.9, adult	278	Exclusion	Obesity
Z68.3	Body mass index (BMI) 30-39, adult	278.1	Exclusion	Obesity
Z68.30	Body mass index (BMI) 30.0-30.9, adult	278.1	Exclusion	Obesity
Z68.31	Body mass index (BMI) 31.0-31.9, adult	278.1	Exclusion	Obesity
Z68.32	Body mass index (BMI) 32.0-32.9, adult	278.1	Exclusion	Obesity
Z68.33	Body mass index (BMI) 33.0-33.9, adult	278.1	Exclusion	Obesity
Z68.34	Body mass index (BMI) 34.0-34.9, adult	278.1	Exclusion	Obesity
Z68.35	Body mass index (BMI) 35.0-35.9, adult	278.1	Exclusion	Obesity
Z68.36	Body mass index (BMI) 36.0-36.9, adult	278.1	Exclusion	Obesity
Z68.37	Body mass index (BMI) 37.0-37.9, adult	278.1	Exclusion	Obesity
Z68.38	Body mass index (BMI) 38.0-38.9, adult	278.1	Exclusion	Obesity
Z68.39	Body mass index (BMI) 39.0-39.9, adult	278.1	Exclusion	Obesity
Z68.4	Body mass index [BMI] 40 or greater, adult	278.11|1010	Exclusion	Obesity
Z68.4	Body mass index (BMI) 40 or greater, adult	278.11|1010	Exclusion	Obesity
Z68.41	Body mass index [BMI] 40.0-44.9, adult	278.11|1010	Exclusion	Obesity
Z68.41	Body mass index (BMI) 40.0-44.9, adult	278.11|1010	Exclusion	Obesity
Z68.42	Body mass index [BMI] 45.0-49.9, adult	278.11|1010	Exclusion	Obesity
Z68.42	Body mass index (BMI) 45.0-49.9, adult	278.11|1010	Exclusion	Obesity
Z68.43	Body mass index [BMI] 50.0-59.9, adult	278.11|1010	Exclusion	Obesity
Z68.43	Body mass index (BMI) 50-59.9 , adult	278.11	Exclusion	Obesity
Z68.44	Body mass index [BMI] 60.0-69.9, adult	278.11|1010	Exclusion	Obesity
Z68.44	Body mass index (BMI) 60.0-69.9, adult	278.11	Exclusion	Obesity
Z68.45	Body mass index [BMI] 70 or greater, adult	278.11|1010	Exclusion	Obesity
Z68.45	Body mass index (BMI) 70 or greater, adult	278.11	Exclusion	Obesity
Z68.53	…… 85th percentile to less than 95th percentile for age	1010	Exclusion	Obesity
Z68.54	…… 95th percentile for age to less than 120% of the 95th percentile for age	1010	Exclusion	Obesity
Z68.55	…… 120% of the 95th percentile for age to less than 140% of the 95th percentile for age	1010	Exclusion	Obesity
Z68.56	…… greater than or equal to 140% of the 95th percentile for age	1010	Exclusion	Obesity
C61	Carcinoma in situ of prostate	185	Inclusion	Prostate cancer (PCa)
D07.5	Malignant neoplasm of prostate	185	Inclusion	Prostate cancer (PCa)
R97.21	Rising PSA following treatment for malignant neoplasm of prostate	796	Inclusion	Prostate cancer (PCa)
Z85.46	Personal history of malignant neoplasm of prostate	185	Inclusion	Prostate cancer (PCa)
C60	Malignant neoplasm of penis	187.1	Exclusion	Prostate cancer (PCa)
C60.0	Malignant neoplasm of prepuce	187.1	Exclusion	Prostate cancer (PCa)
C60.1	Malignant neoplasm of glans penis	187.1	Exclusion	Prostate cancer (PCa)
C60.2	Malignant neoplasm of body of penis	187.1	Exclusion	Prostate cancer (PCa)
C60.8	Malignant neoplasm of overlapping sites of penis	187.1	Exclusion	Prostate cancer (PCa)
C60.9	Malignant neoplasm of penis, unspecified	187.1	Exclusion	Prostate cancer (PCa)
C61	Malignant neoplasm of prostate	185	Exclusion	Prostate cancer (PCa)
C62	Malignant neoplasm of testis	187.2	Exclusion	Prostate cancer (PCa)
C62.0	Malignant neoplasm of undescended testis	187.2	Exclusion	Prostate cancer (PCa)
C62.00	Malignant neoplasm of unspecified undescended testis	187.2	Exclusion	Prostate cancer (PCa)
C62.01	Malignant neoplasm of undescended right testis	187.2	Exclusion	Prostate cancer (PCa)
C62.02	Malignant neoplasm of undescended left testis	187.2	Exclusion	Prostate cancer (PCa)
C62.1	Malignant neoplasm of descended testis	187.2	Exclusion	Prostate cancer (PCa)
C62.10	Malignant neoplasm of unspecified descended testis	187.2	Exclusion	Prostate cancer (PCa)
C62.11	Malignant neoplasm of descended right testis	187.2	Exclusion	Prostate cancer (PCa)
C62.12	Malignant neoplasm of descended left testis	187.2	Exclusion	Prostate cancer (PCa)
C62.9	Malignant neoplasm of testis, unspecified whether descended or undescended	187.2	Exclusion	Prostate cancer (PCa)
C62.90	Malignant neoplasm of unspecified testis, unspecified whether descended or undescended	187.2	Exclusion	Prostate cancer (PCa)
C62.91	Malignant neoplasm of right testis, unspecified whether descended or undescended	187.2	Exclusion	Prostate cancer (PCa)
C62.92	Malignant neoplasm of left testis, unspecified whether descended or undescended	187.2	Exclusion	Prostate cancer (PCa)
C63	Malignant neoplasm of other and unspecified male genital organs	187.1	Exclusion	Prostate cancer (PCa)
C63.0	Malignant neoplasm of epididymis	187.1	Exclusion	Prostate cancer (PCa)
C63.00	Malignant neoplasm of unspecified epididymis	187.1	Exclusion	Prostate cancer (PCa)
C63.01	Malignant neoplasm of right epididymis	187.1	Exclusion	Prostate cancer (PCa)
C63.02	Malignant neoplasm of left epididymis	187.1	Exclusion	Prostate cancer (PCa)
C63.1	Malignant neoplasm of spermatic cord	187.1	Exclusion	Prostate cancer (PCa)
C63.10	Malignant neoplasm of unspecified spermatic cord	187.1	Exclusion	Prostate cancer (PCa)
C63.11	Malignant neoplasm of right spermatic cord	187.1	Exclusion	Prostate cancer (PCa)
C63.12	Malignant neoplasm of left spermatic cord	187.1	Exclusion	Prostate cancer (PCa)
C63.2	Malignant neoplasm of scrotum	187.1	Exclusion	Prostate cancer (PCa)
C63.7	Malignant neoplasm of other specified male genital organs	187.1	Exclusion	Prostate cancer (PCa)
C63.8	Malignant neoplasm of overlapping sites of male genital organs	187.1	Exclusion	Prostate cancer (PCa)
C63.9	Malignant neoplasm of male genital organ, unspecified	187.1	Exclusion	Prostate cancer (PCa)
D07.4	Carcinoma in situ of penis	187	Exclusion	Prostate cancer (PCa)
D07.5	Carcinoma in situ of prostate	185	Exclusion	Prostate cancer (PCa)
D07.6	Carcinoma in situ of other and unspecified male genital organs	187	Exclusion	Prostate cancer (PCa)
D07.60	Carcinoma in situ of unspecified male genital organs	187	Exclusion	Prostate cancer (PCa)
D07.61	Carcinoma in situ of scrotum	187	Exclusion	Prostate cancer (PCa)
D07.69	Carcinoma in situ of other male genital organs	187	Exclusion	Prostate cancer (PCa)
D40	Neoplasm of uncertain behavior of male genital organs	187.8	Exclusion	Prostate cancer (PCa)
D40.0	Neoplasm of uncertain behavior of prostate	187.8	Exclusion	Prostate cancer (PCa)
D40.1	Neoplasm of uncertain behavior of testis	187.8	Exclusion	Prostate cancer (PCa)
D40.10	Neoplasm of uncertain behavior of unspecified testis	187.8	Exclusion	Prostate cancer (PCa)
D40.11	Neoplasm of uncertain behavior of right testis	187.8	Exclusion	Prostate cancer (PCa)
D40.12	Neoplasm of uncertain behavior of left testis	187.8	Exclusion	Prostate cancer (PCa)
D40.8	Neoplasm of uncertain behavior of other specified male genital organs	187.8	Exclusion	Prostate cancer (PCa)
D40.9	Neoplasm of uncertain behavior of male genital organ, unspecified	187.8	Exclusion	Prostate cancer (PCa)
N40	Benign prostatic hyperplasia	600	Exclusion	Prostate cancer (PCa)
N40.0	Enlarged prostate without lower urinary tract symptoms	600	Exclusion	Prostate cancer (PCa)
N40.1	Enlarged prostate with lower urinary tract symptoms	600	Exclusion	Prostate cancer (PCa)
N40.2	Nodular prostate without lower urinary tract symptoms	600	Exclusion	Prostate cancer (PCa)
N40.3	Nodular prostate with lower urinary tract symptoms	600	Exclusion	Prostate cancer (PCa)
N41	Inflammatory diseases of prostate	601.1	Exclusion	Prostate cancer (PCa)
N41.0	Acute prostatitis	601.11	Exclusion	Prostate cancer (PCa)
N41.1	Chronic prostatitis	601.12	Exclusion	Prostate cancer (PCa)
N41.2	Abscess of prostate	601.11	Exclusion	Prostate cancer (PCa)
N41.3	Prostatocystitis	601.1	Exclusion	Prostate cancer (PCa)
N41.4	Granulomatous prostatitis	601.1	Exclusion	Prostate cancer (PCa)
N41.8	Other inflammatory diseases of prostate	601.1	Exclusion	Prostate cancer (PCa)
N41.9	Inflammatory disease of prostate, unspecified	601.1	Exclusion	Prostate cancer (PCa)
N42.0	Calculus of prostate	602	Exclusion	Prostate cancer (PCa)
N42.1	Congestion and hemorrhage of prostate	602	Exclusion	Prostate cancer (PCa)
N42.3	Dysplasia of prostate	602.3	Exclusion	Prostate cancer (PCa)
N42.30	Unspecified dysplasia of prostate	602.3	Exclusion	Prostate cancer (PCa)
N42.31	Prostatic intraepithelial neoplasia II (PIN II)	602.3	Exclusion	Prostate cancer (PCa)
N42.32	Atypical small acinar proliferation of prostate	602.3	Exclusion	Prostate cancer (PCa)
N42.39	Other dysplasia of prostate	602.3	Exclusion	Prostate cancer (PCa)
N42.8	Other specified disorders of prostate	602	Exclusion	Prostate cancer (PCa)
N42.81	Prostatodynia syndrome	602	Exclusion	Prostate cancer (PCa)
N42.82	Prostatosis syndrome	602	Exclusion	Prostate cancer (PCa)
N42.83	Cyst of prostate	600	Exclusion	Prostate cancer (PCa)
N42.89	Other specified disorders of prostate	602	Exclusion	Prostate cancer (PCa)
N42.9	Disorder of prostate, unspecified	602	Exclusion	Prostate cancer (PCa)
N45	Orchitis and epididymitis	601.3	Exclusion	Prostate cancer (PCa)
N45.1	Epididymitis	601.3	Exclusion	Prostate cancer (PCa)
N45.2	Orchitis	601.3	Exclusion	Prostate cancer (PCa)
N45.3	Epididymo-orchitis	601.3	Exclusion	Prostate cancer (PCa)
N45.4	Abscess of epididymis or testis	601.3	Exclusion	Prostate cancer (PCa)
N47.6	Balanoposthitis	601.4	Exclusion	Prostate cancer (PCa)
N48.1	Balanitis	601.4	Exclusion	Prostate cancer (PCa)
N48.2	Other inflammatory disorders of penis	601.8	Exclusion	Prostate cancer (PCa)
N48.21	Abscess of corpus cavernosum and penis	601.8	Exclusion	Prostate cancer (PCa)
N48.22	Cellulitis of corpus cavernosum and penis	601.8	Exclusion	Prostate cancer (PCa)
N48.29	Other inflammatory disorders of penis	601.8	Exclusion	Prostate cancer (PCa)
N49	Inflammatory disorders of male genital organs, not elsewhere classified	601.8	Exclusion	Prostate cancer (PCa)
N49.0	Inflammatory disorders of seminal vesicle	601.8	Exclusion	Prostate cancer (PCa)
N49.1	Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens	601.8	Exclusion	Prostate cancer (PCa)
N49.2	Inflammatory disorders of scrotum	601.8	Exclusion	Prostate cancer (PCa)
N49.3	Fournier gangrene	601.8	Exclusion	Prostate cancer (PCa)
N49.8	Inflammatory disorders of other specified male genital organs	601.8	Exclusion	Prostate cancer (PCa)
N49.9	Inflammatory disorder of unspecified male genital organ	601.8	Exclusion	Prostate cancer (PCa)
R97.2	Elevated prostate specific antigen [PSA]	796	Exclusion	Prostate cancer (PCa)
R97.20	Elevated prostate specific antigen [PSA]	796	Exclusion	Prostate cancer (PCa)
R97.21	Rising PSA following treatment for malignant neoplasm of prostate	796	Exclusion	Prostate cancer (PCa)
Z85.45	Personal history of malignant neoplasm of unspecified male genital organ	796	Exclusion	Prostate cancer (PCa)
Z85.46	Personal history of malignant neoplasm of prostate	187	Exclusion	Prostate cancer (PCa)
Z85.47	Personal history of malignant neoplasm of testis	185	Exclusion	Prostate cancer (PCa)
Z85.48	Personal history of malignant neoplasm of epididymis	187.2	Exclusion	Prostate cancer (PCa)
Z85.49	Personal history of malignant neoplasm of other male genital organs	187	Exclusion	Prostate cancer (PCa)
E10	Type 1 diabetes mellitus	250.1	Inclusion	Type 1 diabetes (T1D)
E10.1	Type 1 diabetes mellitus with ketoacidosis	250.11	Inclusion	Type 1 diabetes (T1D)
E10.10	Type 1 diabetes mellitus with ketoacidosis without coma	250.11	Inclusion	Type 1 diabetes (T1D)
E10.11	Type 1 diabetes mellitus with ketoacidosis with coma	250.11	Inclusion	Type 1 diabetes (T1D)
E10.2	Type 1 diabetes mellitus with kidney complications	250.12	Inclusion	Type 1 diabetes (T1D)
E10.21	Type 1 diabetes mellitus with diabetic nephropathy	250.12	Inclusion	Type 1 diabetes (T1D)
E10.22	Type 1 diabetes mellitus with diabetic chronic kidney disease	250.12	Inclusion	Type 1 diabetes (T1D)
E10.29	Type 1 diabetes mellitus with other diabetic kidney complication	250.12	Inclusion	Type 1 diabetes (T1D)
E10.3	Type 1 diabetes mellitus with ophthalmic complications	250.13	Inclusion	Type 1 diabetes (T1D)
E10.31	Type 1 diabetes mellitus with unspecified diabetic retinopathy	250.13	Inclusion	Type 1 diabetes (T1D)
E10.311	Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema	250.13	Inclusion	Type 1 diabetes (T1D)
E10.319	Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema	250.13	Inclusion	Type 1 diabetes (T1D)
E10.32	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy	250.13	Inclusion	Type 1 diabetes (T1D)
E10.321	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3211	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3212	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3213	Type 1 diabetes with mild nonp rtnop with macular edema, bi	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3219	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.329	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3291	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3292	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3293	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3299	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.33	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy	250.13	Inclusion	Type 1 diabetes (T1D)
E10.331	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3311	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3312	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3313	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3319	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.339	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3391	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3392	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3393	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral	250.13	Inclusion	Type 1 diabetes (T1D)
E10.3399	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye	250.13	Inclusion	Type 1 diabetes (T1D)
E10.34	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy	250.13	Inclusion	Type 1 diabetes (T1D)
